,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.44957478428078,-9.785110384241072,2,0.31914774,Pool
1,-68.43353890308674,-10.94485920189116,2,0.047937017,Train
2,-24.884995000365116,7.445465644232547,1,0.014156179,Pool
3,-54.8128793158393,-12.274950960390536,2,0.046774946,Pool
4,22.193463121603642,0.6117282050937861,1,0.15266228,Pool
5,-42.35331173026455,2.676377151164099,2,0.04855056,Pool
6,-70.63728658759547,-16.24143905399851,2,0.07130099,Train
7,20.054866813464372,71.54824516188587,0,0.03697516,Train
8,-33.2362533357405,0.013379905758893591,2,0.04326258,Train
9,52.7928617893781,-38.91573989845897,0,0.00017056135,Train
10,-65.04847487236032,-9.31707470469602,2,0.3029304,Pool
11,23.605101000646332,29.859976753704892,1,0.0017974637,Train
12,63.275773710403506,-7.751671529228865,0,0.12280211,Pool
13,73.27785325593236,-8.952854846913993,0,0.12394148,Pool
14,-9.822956348647953,-14.757665887684455,1,0.056067817,Train
15,-60.181784243207,-12.466699066230904,2,0.0007423342,Train
16,-41.90996740747707,11.399932675202077,2,0.0026606917,Pool
17,-11.317398320844498,18.70147417578477,2,0.02848298,Train
18,47.803358077731474,-14.6031738678307,0,0.01618414,Train
19,-40.1345148401235,-25.11215705240037,2,0.018295087,Train
20,-21.19614125800297,13.658315866593977,1,0.0036619925,Train
21,72.32354656150322,-29.03478842603121,0,1.0221367,Train
22,-24.614419177589873,9.948797018867403,1,0.0092396885,Pool
23,64.69764213936261,-36.614547966526466,0,0.901463,Pool
24,-30.023785736860262,36.00777571105735,2,0.0020560843,Train
25,52.73262284416326,47.80484536445683,1,0.0024776643,Pool
26,0.8552220805418048,21.757439159855,1,0.0013550449,Train
27,4.68907717948191,25.679411247355727,1,0.0048690303,Pool
28,82.47861370082835,-4.64219202951681,0,0.9915007,Train
29,43.45869158302144,38.01145967281426,0,0.03040828,Pool
30,109.1582797184651,59.650090389542996,1,1.4293566,Train
31,-0.16070664361571496,39.830550346886476,0,1.0129433,To sample
32,-21.72977824018871,7.794767726229202,1,0.0738967,Pool
33,25.312724177479772,-8.056897231193831,0,0.06841619,Train
34,49.12459891153535,-11.485674552164136,0,0.50641865,Pool
35,-30.818043132739465,27.02154732585129,2,0.003098011,Train
36,-24.00015793197444,9.797392098264659,1,0.006709159,Pool
37,49.267064069255575,-40.928013991690996,0,0.01948567,Train
38,50.60319302421022,-43.485333181412784,0,0.008015108,Train
39,25.901743537974504,-15.525433632005461,0,0.13088322,Train
40,-57.205074759023965,-6.599310422265603,2,0.99335486,Pool
41,42.55271707214071,37.68619983232163,1,0.010426203,Pool
42,60.79249800588536,-24.82494483969477,0,0.004030826,Train
43,-0.5173973270284384,22.85283176111265,1,0.00049948023,Pool
44,11.97941296277347,-3.8646995383022213,1,0.10744976,Pool
45,-20.332852001164635,-6.098552810282751,1,0.012769157,Pool
46,12.1847693636819,-30.841725186080108,0,0.17903043,To sample
47,-79.83023139931117,-16.077798860524926,2,0.0070460583,Train
48,-44.63326538067501,-7.642846589952999,2,0.614676,Train
49,14.100542489104475,47.1359663066611,1,0.05903333,Pool
50,-26.27306680609203,-0.5289985017632873,1,0.01495034,Pool
51,-58.87012376094083,-15.78762722280546,2,0.995305,To sample
52,34.53813749769234,-34.247234871734875,0,0.32983357,Train
53,-17.9408156076016,9.897142638334952,1,0.0076336907,Pool
54,-12.701274216413346,4.158562539149086,1,0.005093809,Train
55,-18.888797109086664,11.797260140472957,1,0.009504468,Pool
56,-66.36677290061284,-13.544359772012019,2,0.018725712,Train
57,-55.58258265235933,-7.616128612081604,2,0.30368307,Pool
58,-60.27323215699103,-9.492471078039488,2,0.10976628,Train
59,23.291116533192607,7.708059640857496,0,0.060839467,Train
60,-27.264499723287532,34.57218393676367,2,8.399254e-05,Pool
61,69.16719171242839,-27.050713922334435,0,0.888468,Train
62,0.7218315029077176,19.62731909015391,1,0.048336834,Pool
63,-53.43873860124105,-8.414163491451196,2,0.035389766,To sample
64,-53.73099619149423,-3.53528692066961,2,0.005444961,Train
65,-45.8585831841035,-0.5755737844018226,2,0.013429503,Pool
66,10.632454551177887,18.307310873866715,1,0.030473955,Pool
67,4.169592827612882,29.307008064106295,1,0.0015285732,Pool
68,-63.85605607393573,-7.106258270734269,2,0.27300245,Pool
69,57.98480272467677,-28.17935256766797,0,0.12416847,Pool
70,-55.3451970934889,-16.744462707723148,2,0.09748638,Train
71,61.76216806700684,-40.377347937331024,0,0.62386787,Train
72,-69.04922561496856,14.892417610531515,2,0.0014052996,Train
73,35.57353746623949,5.689454462058298,0,0.16415392,Train
74,-9.03439401495757,13.839483117534236,1,0.17405753,Pool
75,70.27714884722737,77.92731360782771,0,0.68494666,Train
76,53.12602990851822,-38.30340517199034,0,0.000364808,Pool
77,-10.291008040110697,10.672200680176882,1,0.007896288,Train
78,-20.818395212224676,14.034316452658139,1,0.073540986,Pool
79,87.85110817467412,11.513914595950485,1,1.1659861,Train
80,53.97739121699529,-37.4781731471941,0,0.0044917352,Pool
81,39.9994513810295,-19.768418097417634,0,0.0043379692,Train
82,82.8121418556925,-1.1566972464290375,0,0.83131254,Pool
83,-44.152246371016204,-10.202616954269008,2,0.031953763,Train
84,62.93401616153859,-27.023971128408036,0,0.14308617,Train
85,-71.81409751050097,-35.54297912030474,2,0.03463048,Train
86,-26.486278274486,-1.6275126869886818,1,0.008590027,Train
87,54.253048118509014,-12.211793314784861,0,0.0038621025,Pool
88,-51.429077113844066,0.1824583781271359,2,0.0018815058,Pool
89,-60.96369324288117,-13.620375515091533,2,0.0021529677,Pool
90,56.962780434277754,4.586399974522327,0,0.061223727,Pool
91,4.426622598135625,26.827762248887893,1,0.0035841372,Train
92,-2.7621727841632127,15.432292824855894,1,0.0029344931,Train
93,-26.06057760951034,7.868349284647348,1,0.0051731723,Train
94,54.18750951797062,-39.87684973682406,0,0.0003719178,Train
95,-53.32762774375264,-8.87625217011755,2,0.036047813,Pool
