,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.4495747842805,-9.785110384272905,2,0.23386204,Pool
1,-68.43353890308646,-10.944859201831079,2,0.034695767,Train
2,-24.884995000365368,7.445465644269534,1,0.029826537,Pool
3,-54.812879315838956,-12.274950960361418,2,0.10998788,Pool
4,22.19346312160364,0.6117282053038784,1,0.3821953,Pool
5,-42.353311730264664,2.6763771511997274,2,0.08241892,Pool
6,-70.63728658759503,-16.241439054020425,2,0.64061636,Pool
7,20.054866813462183,71.54824516149434,0,0.016645685,Train
8,-33.23625333574052,0.013379905634582266,2,0.00092759944,Train
9,52.79286178937935,-38.91573989844175,0,0.016335875,Pool
10,-65.04847487236009,-9.317074704703495,2,0.050289422,Pool
11,23.60510100064542,29.859976753716435,1,0.018825067,Pool
12,63.275773710403804,-7.751671529096493,0,0.027397878,Pool
13,73.27785325593271,-8.952854846694281,0,0.07496402,Train
14,-9.822956348647498,-14.757665887639055,1,0.0013606573,Train
15,-60.18178424320665,-12.466699066261704,2,0.06860266,Train
16,-41.909967407477424,11.399932675094531,2,0.009973815,Train
17,-11.317398320845081,18.70147417585235,2,0.0015204132,Train
18,47.80335807773196,-14.603173867704863,0,0.059196334,Pool
19,-40.13451484012273,-25.11215705240189,2,0.38040677,Pool
20,-21.196141258003422,13.658315866645522,1,0.107945144,Pool
21,72.32354656150417,-29.03478842602668,0,0.012755016,Train
22,-24.61441917759021,9.948797018866376,1,0.013375536,Train
23,64.6976421393638,-36.61454796659886,0,0.25323835,Pool
24,-30.023785736861406,36.00777571119672,2,0.17325816,To sample
25,52.73262284416179,47.80484536443023,1,0.04825801,Pool
26,0.855222080541133,21.75743915993322,1,0.017578378,Pool
27,4.689077179481115,25.679411247383236,1,0.05888517,Pool
28,82.4786137008285,-4.642192029758233,0,0.10291145,Pool
29,43.45869158302028,38.01145967266596,0,0.20169814,Pool
30,109.1582797184633,59.650090389634514,1,0.008919006,Train
31,-0.16070664361694073,39.830550346894995,0,0.49224895,Pool
32,-21.72977824018897,7.794767726252015,1,0.012664392,Train
33,25.31272417748003,-8.056897231062104,0,1.1644915,Pool
34,49.124598911535756,-11.48567455210924,0,0.023007186,Train
35,-30.818043132740353,27.02154732607375,2,0.021033108,Train
36,-24.00015793197477,9.797392098220822,1,0.012506414,Pool
37,49.26706406925689,-40.92801399172233,0,0.020987373,Train
38,50.60319302421163,-43.48533318138567,0,0.09223616,Train
39,25.901743537975005,-15.525433631933144,0,0.23228104,Pool
40,-57.205074759023795,-6.59931042224851,2,0.3382312,Pool
41,42.552717072139565,37.686199832410566,1,0.025807401,Pool
42,60.792498005886166,-24.824944839754824,0,0.24778193,Train
43,-0.5173973270291498,22.852831761140727,1,0.009890449,Pool
44,11.9794129627736,-3.8646995382024385,1,0.039171282,Pool
45,-20.332852001164458,-6.09855281032154,1,0.097888164,Train
46,12.184769363682868,-30.841725186298326,0,0.173277,To sample
