,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.449574784280735,-9.785110384267423,2,0.044424653,Pool
1,-68.43353890308668,-10.944859201838872,2,0.0018439197,Train
2,-24.884995000365148,7.445465644342327,1,0.1622917,Pool
3,-54.812879315839226,-12.274950960293166,2,0.4448444,Pool
4,22.19346312160362,0.6117282056493099,1,0.06323734,Pool
5,-42.353311730264565,2.6763771511903593,2,0.19521421,Pool
6,-70.63728658759533,-16.24143905400436,2,0.26030666,Pool
7,20.054866813463978,71.5482451614371,0,0.19470948,Train
8,-33.236253335740486,0.013379905462784997,2,1.1960185,Pool
9,52.792861789378286,-38.915739898399664,0,0.105139874,Pool
10,-65.04847487236025,-9.31707470470203,2,0.083696544,Pool
11,23.60510100064614,29.859976753751607,1,1.3953192,Pool
12,63.27577371040349,-7.751671528985472,0,0.07062243,Pool
13,73.2778532559324,-8.952854846444266,0,0.25725755,Pool
14,-9.822956348647867,-14.757665887537675,1,0.71238625,Pool
15,-60.18178424320688,-12.46669906630186,2,0.060041588,Train
16,-41.9099674074771,11.399932674948966,2,0.15238088,Train
17,-11.317398320844605,18.70147417592496,2,1.3576399,Train
18,47.80335807773151,-14.603173867777498,0,0.76219845,Pool
19,-40.13451484012332,-25.11215705244733,2,0.018220143,Pool
20,-21.196141258003056,13.658315866722825,1,0.02838425,Pool
21,72.32354656150333,-29.034788426019922,0,0.4742931,Pool
22,-24.614419177589934,9.948797018881338,1,0.11190683,Pool
23,64.69764213936278,-36.614547966714404,0,0.04822533,Pool
24,-30.023785736860464,36.00777571124353,2,0.7767034,Pool
25,52.73262284416296,47.804845364319476,1,0.40948257,Pool
26,0.8552220805416844,21.75743915996174,1,0.008187512,Pool
27,4.689077179481766,25.67941124737722,1,0.0012799493,Pool
28,82.47861370082832,-4.642192029846188,0,0.09466898,Pool
29,43.45869158302121,38.01145967260758,0,1.4121008,Pool
30,109.15827971846474,59.65009038976975,1,0.9241347,Pool
31,-0.16070664361593515,39.83055034696058,0,1.128067,Pool
32,-21.72977824018875,7.7947677262979775,1,0.054606803,Pool
33,25.312724177479804,-8.056897230979882,0,1.5493304,Pool
34,49.1245989115354,-11.485674552070376,0,1.0289302,Pool
35,-30.818043132739646,27.02154732618895,2,0.19006322,Pool
36,-24.00015793197448,9.797392098150695,1,0.22148964,Pool
37,49.26706406925578,-40.92801399176941,0,0.0007436303,Train
38,50.603193024210455,-43.48533318132384,0,0.04527458,Pool
