,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.449574784280685,-9.785110384269238,2,0.7208094,Pool
1,-68.43353890308661,-10.944859201897861,2,0.050468992,Train
2,-24.884995000365247,7.445465644217993,1,0.06818366,Pool
3,-54.812879315839155,-12.274950960395344,2,0.60283256,Pool
4,22.193463121603653,0.6117282050618125,1,0.47514755,Pool
5,-42.35331173026462,2.6763771511562413,2,0.6625745,Pool
6,-70.6372865875953,-16.241439054018457,2,0.1336459,Pool
7,20.05486681346324,71.54824516183058,0,0.0038392614,Train
8,-33.23625333574052,0.013379905738283418,2,0.9005588,Pool
9,52.79286178937875,-38.91573989844298,0,0.22686654,Pool
10,-65.04847487236023,-9.31707470469584,2,0.16867864,Pool
11,23.60510100064588,29.85997675369318,1,1.3016477,To sample
12,63.275773710403655,-7.75167152926322,0,0.031306654,Pool
13,73.2778532559326,-8.952854846925172,0,0.026873004,Pool
14,-9.822956348647711,-14.757665887626624,1,1.1344332,To sample
15,-60.181784243206835,-12.466699066219881,2,0.17536949,Train
16,-41.90996740747726,11.399932675234083,2,0.13807581,Pool
17,-11.3173983208448,18.701474175799444,2,0.042935908,Train
18,47.803358077731716,-14.603173867702738,0,0.29820842,Pool
19,-40.134514840123124,-25.112157052394704,2,0.7075965,Pool
20,-21.19614125800321,13.658315866570318,1,0.752583,Pool
21,72.32354656150378,-29.03478842603627,0,0.21769913,Pool
22,-24.61441917759006,9.948797018875958,1,0.070428886,Pool
23,64.69764213936325,-36.614547966451234,0,0.3099531,Pool
24,-30.023785736860873,36.0077757110187,2,1.0460972,Pool
25,52.73262284416253,47.80484536445301,1,0.52453613,Pool
26,0.8552220805414551,21.7574391598981,1,0.14415437,To sample
27,4.689077179481496,25.679411247351403,1,0.05180772,Pool
28,82.47861370082848,-4.642192029598702,0,0.6243961,Pool
29,43.458691583020816,38.01145967285509,0,0.006357948,Pool
30,109.15827971846423,59.65009038954925,1,1.1955497,To sample
31,-0.16070664361635412,39.83055034688282,0,0.6643372,Pool
32,-21.729778240188853,7.794767726231315,1,0.19302341,Pool
33,25.312724177479925,-8.056897231207131,0,0.027045172,Train
34,49.124598911535585,-11.485674552136619,0,0.92739975,Pool
35,-30.81804313273993,27.021547325886022,2,1.06133,Pool
36,-24.000157931974616,9.797392098215242,1,0.07480607,Pool
37,49.26706406925625,-40.92801399170312,0,0.09776811,Train
38,50.60319302421096,-43.48533318141298,0,0.3201499,Pool
39,25.901743537974784,-15.525433631891856,0,0.49764553,Pool
40,-57.20507475902389,-6.599310422285885,2,0.45617205,Pool
41,42.55271707214014,37.6861998323255,1,0.10100995,Pool
42,60.79249800588581,-24.824944839684395,0,0.52010953,Train
