,Principal Component 1,Principal Component 2,Labels,Status
0,-4.926457700584949,8.698092268262794,2,Pool
1,-62.5282636734712,32.93903418351739,2,Train
2,-28.86955671988198,10.336208052267816,1,Pool
3,42.28844119585504,73.89845007997911,2,Pool
4,40.968152240694245,-10.540081684774947,1,Pool
5,-22.453021456507955,72.80839911934078,2,Train
6,18.028652021577944,3.9300458625515082,2,Pool
7,-31.139732357294953,-5.71680591589012,0,Train
8,27.011437468603347,-27.25493560460851,2,Pool
9,-76.92882268410658,19.744913509563187,0,Pool
10,47.53145733838314,-6.698075272649048,2,Pool
11,12.436430349298172,-2.763022069448653,1,Pool
12,-39.70279845884884,2.9044677645585377,0,Pool
13,30.874326672354663,4.847403728422323,0,Train
14,-137.06758523863368,-5.434048621613354,1,Pool
15,61.66672339933983,-53.78500921567199,2,Train
16,-31.972003990388465,-3.4172394862856885,2,Pool
17,-52.41680270202892,-6.293066954455495,2,Train
18,-58.91682964519899,7.792746219883302,0,Pool
19,-43.919192771294966,47.11698115452337,2,Pool
20,47.708178768231946,-4.608864442727358,1,Pool
21,27.702134693408144,5.076832521111566,0,Pool
22,72.28742134496851,-10.939198507549305,1,Pool
23,-77.11556859509636,-4.158370152207563,0,Pool
24,309.6817406464572,-2.1657743281889346,2,Train
25,-12.472997219900567,9.643203739428001,1,To sample
26,54.41049681722466,-37.01599238008693,1,Train
27,-76.14632513541245,-18.274441603962973,1,Pool
28,-101.27202676349705,22.25269125420435,0,Train
29,-82.48985531060514,26.655819934915083,0,Pool
30,35.1653971865583,-16.770156567748614,1,Pool
31,-83.29146567037073,10.972905348367282,0,Pool
32,-12.81782424696178,4.057596331954644,1,Pool
33,182.94081155485986,149.76484305186366,0,Pool
34,-162.19516142205796,-4.516935599979317,0,Train
35,49.33739561747674,-29.309651373709787,2,Pool
36,18.30267898214917,-53.317824914166685,1,Train
37,-91.05266465460168,13.076111643158299,0,Train
38,266.28726245297355,70.04940933099374,0,Pool
39,-53.360493451769436,21.622738867960138,0,Pool
40,-45.96508062333016,-21.352086104500852,2,Pool
41,37.56850526115959,-92.14971159957032,1,Pool
42,-0.08886295223598527,8.916145065222528,0,Train
43,81.17853824871264,-31.076621353257163,1,Pool
44,-16.75506010188057,-25.198907560163388,1,Pool
45,-30.05681481023054,18.592601506731,1,Pool
46,-40.00787524965349,0.04914599714919939,0,Pool
47,8.089550934561279,0.5724984352899012,2,Pool
48,-54.72230040494881,21.156402825701374,2,Pool
49,78.96128769572418,-23.031103846402935,1,Pool
50,97.77498316614805,-30.320493945230286,1,Pool
51,82.37418709238777,1.8769271368217637,2,Pool
52,-84.54185073298132,16.251873967889473,0,Pool
53,-17.113237527599278,-6.18513991463022,1,Pool
54,-120.68996762416488,-19.723170982443843,1,Train
55,20.751430707234324,-14.20301935944154,1,Pool
56,45.6162694006271,-7.529928155435985,2,To sample
57,142.85205693787265,5.227676380643819,2,Train
58,-52.07178690701512,4.783112046556299,2,Pool
59,-61.00597176427423,66.98401986665885,0,Pool
60,-59.13627372036385,-23.223686101746992,2,Pool
61,-136.3779562600494,2.161153287604013,0,Pool
62,50.600704903030035,-59.598973102073174,1,Pool
63,49.281403914552676,-35.385386773085585,2,Pool
64,29.837924751152325,-33.76765985517443,2,Pool
65,256.1110097536608,56.056653596831595,2,To sample
66,18.061936574790295,-17.959821499128026,1,Pool
67,-80.02497994531058,-21.261550394361745,1,Pool
68,167.1359763620315,-16.80749804238222,2,Pool
69,296.0693573465255,26.19468750429846,0,Train
70,-41.613595967985404,-12.474602023617882,2,Train
71,-90.60447902142192,24.314472951094977,0,Train
72,-37.29095220378921,-8.963177124976664,2,Pool
73,-68.18074507338177,22.074989236105058,0,Pool
74,-0.026009570516463874,18.84595345028195,1,Train
75,-38.7410127399848,57.45748654725479,0,Pool
76,-106.26917099760959,50.938655688412254,0,Pool
77,-114.08223539315625,-19.540932089692163,1,Pool
78,92.88377938228143,-70.97514498197478,1,Pool
79,77.06297240576758,-12.624921014102188,1,Pool
80,-56.20331191802894,-22.341828676636947,0,Pool
81,-48.026132120904435,-12.9004356631341,0,Pool
82,-115.84142611912293,22.418782778458972,0,Pool
83,21.100031541032255,-22.804745391547332,2,Pool
84,-124.36129938170679,-19.877679091703694,0,To sample
85,-19.556559185592885,-9.033857932528495,2,Pool
86,131.53889604099012,-68.92192707173605,1,Pool
87,-101.22361409380078,45.36883343131758,0,Train
88,31.394695004891165,-32.16981508307727,2,Pool
89,69.61065250493822,49.87802225775735,2,Train
90,-83.30127370507967,14.428216892211,0,Pool
91,-47.871795269196085,-14.76952575334753,1,Train
92,25.721855442680376,-12.759545286815866,1,Train
93,105.53259563888376,-11.770540784446874,1,Train
94,-131.6023770507907,-0.47041188899946484,0,Pool
95,4.669718542571849,-18.5838616740283,2,Pool
