,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.44957478428061,-9.785110384213992,2,0.008563229,Pool
1,-68.43353890308657,-10.944859201967224,2,0.0014726089,Train
2,-24.884995000365247,7.445465644326305,1,0.019662028,Pool
3,-54.8128793158391,-12.274950960314005,2,0.030280977,Pool
4,22.19346312160364,0.6117282054309716,1,0.38548297,Pool
5,-42.3533117302646,2.6763771511012453,2,0.015000286,Pool
6,-70.63728658759521,-16.24143905399747,2,0.008302555,Pool
7,20.05486681346322,71.54824516164628,0,1.646525e-05,Train
8,-33.236253335740514,0.013379905612924486,2,0.06116752,Pool
9,52.79286178937873,-38.91573989845413,0,0.3395884,Pool
10,-65.0484748723602,-9.31707470464809,2,0.009772608,Pool
11,23.605101000645845,29.85997675368519,1,0.08183257,Train
12,63.27577371040366,-7.751671529323333,0,0.2951009,Pool
13,73.27785325593253,-8.95285484680903,0,0.16987395,Pool
14,-9.822956348647716,-14.757665887792305,1,1.5496969,To sample
15,-60.1817842432068,-12.466699066244852,2,0.0068383324,Train
16,-41.90996740747725,11.39993267511378,2,0.003060974,Pool
17,-11.317398320844802,18.70147417591097,2,0.047592133,Train
18,47.803358077731694,-14.603173868036372,0,0.22399946,Pool
19,-40.13451484012306,-25.112157052426433,2,0.084671214,Pool
20,-21.196141258003195,13.658315866620418,1,0.031214166,Pool
21,72.32354656150369,-29.03478842594423,0,0.5742563,Pool
22,-24.61441917759004,9.948797018836116,1,0.053623717,Pool
23,64.69764213936318,-36.614547966568324,0,0.73613876,To sample
24,-30.023785736860848,36.007775711170325,2,0.059114434,Train
25,52.732622844162464,47.804845364410674,1,0.058522798,Pool
26,0.855222080541457,21.75743915996929,1,0.00038709881,Pool
27,4.689077179481497,25.679411247377583,1,0.009716578,Pool
28,82.47861370082838,-4.642192029571714,0,0.53242767,Pool
29,43.45869158302079,38.01145967304987,0,0.019142717,Pool
30,109.15827971846416,59.65009038966378,1,0.40539694,Train
31,-0.16070664361635398,39.83055034676293,0,0.055049665,Pool
32,-21.72977824018884,7.794767726273314,1,0.27137953,Pool
33,25.31272417747991,-8.05689723120861,0,0.016960787,Train
34,49.12459891153556,-11.485674552257366,0,0.05987795,Train
35,-30.818043132739913,27.02154732590954,2,0.1946151,Pool
36,-24.00015793197459,9.797392098107366,1,0.02433131,Pool
37,49.26706406925624,-40.92801399168637,0,0.53434175,Train
38,50.60319302421093,-43.48533318138962,0,0.6394733,To sample
39,25.901743537974756,-15.525433632073433,0,0.45495117,Pool
40,-57.205074759023866,-6.599310422287599,2,0.008330597,Pool
41,42.55271707214011,37.686199832287784,1,0.016795311,Pool
42,60.79249800588576,-24.824944839753044,0,0.21131383,Train
43,-0.5173973270288049,22.852831761182976,1,0.00039755678,Pool
44,11.979412962773527,-3.8646995379656026,1,0.014102765,Pool
45,-20.332852001164532,-6.098552810343063,1,0.14483814,Pool
46,12.184769363682411,-30.841725186195358,0,0.12428661,Pool
47,-79.83023139931092,-16.077798860509503,2,0.011853626,Pool
48,-44.633265380674885,-7.642846589908936,2,0.06323921,Pool
49,14.10054248910371,47.13596630653252,1,0.143561,Pool
50,-26.273066806092032,-0.5289985017809378,1,0.057869114,Pool
51,-58.870123760940594,-15.787627222843788,2,0.022670276,Pool
52,34.538137497692894,-34.24723487212019,0,0.23409818,Pool
53,-17.940815607601763,9.89714263825861,1,0.027287096,Pool
54,-12.701274216413422,4.158562539300629,1,0.00015606827,Train
55,-18.888797109086852,11.797260140538452,1,0.0015411788,Pool
56,-66.36677290061265,-13.544359772075012,2,0.004720856,Pool
57,-55.58258265235919,-7.616128611969499,2,0.27834278,Pool
58,-60.27323215699086,-9.49247107809296,2,0.008448733,Pool
59,23.29111653319249,7.70805964080828,0,0.04013738,Train
60,-27.264499723288093,34.57218393684204,2,0.046580657,Pool
61,69.16719171242886,-27.050713922212026,0,0.8557077,To sample
62,0.7218315029073974,19.62731909016507,1,0.00782092,Pool
63,-53.438738601240914,-8.41416349138739,2,0.009433858,Pool
64,-53.7309961914942,-3.53528692070162,2,0.04164262,Pool
65,-45.858583184103516,-0.5755737843728121,2,0.01352718,Pool
66,10.632454551177592,18.307310873858235,1,0.0034445343,Pool
67,4.16959282761241,29.307008064025755,1,0.0016324228,Pool
68,-63.856056073935626,-7.106258270675517,2,0.019762352,Pool
69,57.9848027246772,-28.179352567596222,0,0.3307724,Pool
70,-55.34519709348865,-16.744462707770204,2,0.00088583585,Train
71,61.7621680670075,-40.37734793715105,0,0.108432,Train
72,-69.04922561496878,14.89241761037528,2,0.1494712,Pool
73,35.57353746623939,5.689454462163094,0,0.00029213924,Train
74,-9.034394014957787,13.839483117602574,1,0.0038444076,Pool
75,70.27714884722606,77.92731360805851,0,0.041870166,Pool
76,53.12602990851885,-38.303405171731335,0,0.315111,Pool
77,-10.291008040110874,10.672200680286696,1,0.009725775,Pool
78,-20.818395212224903,14.034316452667266,1,0.021879222,Pool
79,87.85110817467395,11.513914595251421,1,0.28522524,Train
80,53.97739121699588,-37.47817314709916,0,0.5287634,Pool
81,39.99945138102983,-19.768418097424732,0,0.24388035,Pool
82,82.8121418556925,-1.1566972463264038,0,0.46655652,Pool
83,-44.152246371016034,-10.202616954159055,2,0.08524755,Pool
84,62.93401616153901,-27.02397112842346,0,0.5212119,Pool
85,-71.81409751050043,-35.542979120355,2,0.06557284,Pool
86,-26.486278274485983,-1.6275126870329601,1,0.47469723,Pool
87,54.25304811850919,-12.211793314907132,0,0.12770505,Pool
88,-51.429077113844095,0.18245837818566532,2,0.00086863845,Pool
89,-60.963693242880986,-13.620375515071608,2,0.022648422,Pool
90,56.96278043427765,4.586399974504485,0,0.024508972,Pool
91,4.426622598135189,26.827762248967602,1,7.5751595e-05,Train
92,-2.7621727841634547,15.432292824679168,1,0.00015917301,Train
93,-26.060577609510474,7.868349284467495,1,0.01363691,Train
94,54.18750951797125,-39.876849736761024,0,0.32818776,Pool
95,-53.327627743752494,-8.876252170057356,2,0.007237923,Pool
