,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.44957478428068,-9.785110384228425,2,0.49159712,Pool
1,-68.43353890308657,-10.944859201977565,2,0.46670145,Train
2,-24.884995000365237,7.445465644277558,1,0.00067229813,Pool
3,-54.8128793158391,-12.274950960321606,2,0.20380265,Pool
4,22.19346312160364,0.6117282053115188,1,0.37540072,Pool
5,-42.35331173026459,2.676377151071267,2,0.7640032,Pool
6,-70.63728658759523,-16.241439054091625,2,0.015497433,Train
7,20.054866813463235,71.54824516176332,0,0.00010980154,Train
8,-33.23625333574051,0.013379905568755795,2,0.9142691,To sample
9,52.79286178937872,-38.91573989848078,0,0.009688356,Pool
10,-65.04847487236019,-9.317074704738918,2,0.13687658,Pool
11,23.605101000645853,29.859976753652102,1,0.00010602688,Train
12,63.27577371040362,-7.751671529173972,0,0.00015253444,Pool
13,73.27785325593254,-8.952854846818463,0,0.0012726631,Pool
14,-9.822956348647724,-14.7576658875779,1,0.0023507487,Train
15,-60.181784243206785,-12.466699066236714,2,0.027240764,Train
16,-41.909967407477225,11.399932675104406,2,0.53194875,Pool
17,-11.317398320844795,18.70147417582628,2,0.021098457,Train
18,47.803358077731694,-14.60317386804013,0,7.409433e-06,Train
19,-40.13451484012307,-25.11215705240008,2,0.1185634,Pool
20,-21.196141258003188,13.65831586666888,1,0.0036919268,Pool
21,72.32354656150366,-29.034788425910467,0,0.004041461,Pool
22,-24.614419177590047,9.948797018870783,1,0.0004489598,Pool
23,64.6976421393632,-36.614547966446125,0,0.035323232,Train
24,-30.023785736860827,36.007775711029105,2,0.29164362,Train
25,52.73262284416249,47.80484536430766,1,0.19010392,Pool
26,0.8552220805414564,21.75743916000112,1,0.00034632886,Pool
27,4.689077179481507,25.67941124737907,1,0.0003690307,Pool
28,82.47861370082842,-4.6421920297220165,0,0.069137804,Pool
29,43.4586915830208,38.0114596731327,0,0.0016854052,Pool
30,109.15827971846414,59.65009038968824,1,0.889691,Train
31,-0.16070664361635476,39.830550347014736,0,0.00012563745,Train
32,-21.72977824018884,7.794767726235495,1,0.0012123543,Pool
33,25.312724177479904,-8.056897231130579,0,0.00051126786,Train
34,49.124598911535536,-11.485674552194485,0,1.3136726e-05,Train
35,-30.81804313273992,27.021547326005386,2,0.17399277,Pool
36,-24.000157931974602,9.79739209815223,1,0.0011490246,Pool
37,49.26706406925621,-40.92801399176481,0,0.006999125,Train
38,50.603193024210924,-43.485333181414425,0,0.0077628004,Train
39,25.90174353797475,-15.525433631938274,0,0.00058429973,Pool
40,-57.205074759023866,-6.599310422253285,2,0.535315,Pool
41,42.55271707214009,37.686199832334296,1,0.026579212,Pool
42,60.79249800588575,-24.824944839820596,0,0.016864648,Train
43,-0.5173973270288037,22.852831761161728,1,0.000317923,Pool
44,11.979412962773537,-3.8646995382943836,1,0.3603285,Pool
45,-20.332852001164532,-6.098552810218698,1,0.36304113,Pool
46,12.184769363682399,-30.841725186358435,0,4.9254486e-05,Pool
47,-79.83023139931092,-16.0777988605133,2,0.91642904,To sample
48,-44.633265380674864,-7.642846589907781,2,0.03821265,Pool
49,14.100542489103717,47.13596630660003,1,0.04164776,Pool
50,-26.27306680609203,-0.5289985017532678,1,4.201925e-05,Pool
51,-58.870123760940544,-15.787627222798315,2,0.056845956,Pool
52,34.538137497692894,-34.24723487194801,0,1.292622e-05,Pool
53,-17.940815607601756,9.897142638286116,1,0.02095588,Pool
54,-12.701274216413415,4.15856253923338,1,0.012721801,Train
55,-18.88879710908684,11.797260140492885,1,0.00018968123,Pool
56,-66.36677290061262,-13.544359772049063,2,0.19733442,Pool
57,-55.582582652359235,-7.616128612088075,2,0.9639719,To sample
58,-60.27323215699087,-9.492471078092718,2,0.43444932,Pool
59,23.291116533192476,7.708059640953328,0,9.955754e-07,Train
60,-27.264499723288075,34.572183936674676,2,0.7482969,Pool
61,69.16719171242883,-27.05071392227763,0,0.009100914,Train
62,0.7218315029073985,19.627319090276256,1,0.014216279,Pool
63,-53.438738601240914,-8.414163491364885,2,0.07090956,Pool
64,-53.730996191494185,-3.5352869206415725,2,0.4042821,Pool
65,-45.85858318410349,-0.5755737844070344,2,0.61280996,Pool
66,10.632454551177593,18.307310873800994,1,0.00040267454,Pool
67,4.169592827612413,29.307008064145112,1,0.0009804773,Pool
