,Principal Component 1,Principal Component 2,Labels,Status
0,-4.926457700585353,8.69809216529186,2,Pool
1,-62.52826367347244,32.93903302046839,2,Train
2,-28.869556719882976,10.336206226221611,1,Pool
3,42.288441195852485,73.89845079722093,2,Pool
4,40.96815224069505,-10.540081267200867,1,Pool
5,-22.453021456509372,72.80840024210438,2,Train
6,18.028652021577518,3.930044284048202,2,Pool
7,-31.139732357295298,-5.716805802216063,0,Train
8,27.011437468604072,-27.254934372117994,2,Pool
9,-76.92882268410739,19.744913118855177,0,Pool
10,47.53145733838277,-6.698075882238462,2,Pool
11,12.436430349298988,-2.763022100004638,1,Pool
12,-39.7027984588496,2.904467584930945,0,Pool
13,30.874326672354073,4.847403688942947,0,Train
14,-137.0675852386341,-5.4340493256064395,1,Pool
15,61.66672339934148,-53.7850091506149,2,Train
16,-31.97200399038723,-3.4172376518218828,2,Pool
17,-52.41680270202848,-6.293067391018291,2,Train
18,-58.91682964519938,7.792746538438582,0,Pool
19,-43.919192771297034,47.11698090481849,2,Pool
20,47.70817876823178,-4.608864135889549,1,Pool
21,27.702134693406688,5.076830487048394,0,Pool
22,72.28742134496838,-10.939199486327182,1,Pool
23,-77.11556859509558,-4.15836956462393,0,Pool
24,309.68174064645683,-2.165773898253297,2,To sample
25,-12.472997219901307,9.643204231179554,1,Pool
26,54.410496817225216,-37.01599330068446,1,To sample
27,-76.14632513541295,-18.274442461760817,1,Pool
28,-101.27202676349764,22.252691927434764,0,Train
29,-82.4898553106055,26.655817482734207,0,Pool
30,35.16539718655917,-16.77015649792867,1,Pool
31,-83.29146567037041,10.972903379503633,0,Pool
32,-12.81782424696245,4.057595907013134,1,Pool
33,182.94081155485648,149.7648416946588,0,Pool
34,-162.195161422057,-4.51693354320649,0,Train
35,49.33739561747793,-29.30965092213507,2,Pool
36,18.302678982148976,-53.317823223815104,1,Train
37,-91.05266465460214,13.076112473073175,0,Train
38,266.28726245297264,70.04940895557252,0,Pool
39,-53.360493451770054,21.622738577525404,0,Pool
40,-45.96508062332974,-21.35208649101492,2,Pool
41,37.56850526116335,-92.14971106880675,1,Pool
42,-0.0888629522359118,8.916147123316312,0,Train
43,81.17853824871308,-31.076622227433212,1,Pool
44,-16.755060101880595,-25.198907928538024,1,Pool
45,-30.056814810231835,18.592599544275213,1,Pool
46,-40.00787524965442,0.04914265057208074,0,Pool
47,8.089550934561903,0.5725008888077219,2,Pool
48,-54.72230040494913,21.156403487064097,2,Pool
49,78.96128769572583,-23.031103878854815,1,Pool
50,97.77498316614846,-30.32049450427045,1,Pool
51,82.37418709238737,1.8769272091912292,2,Pool
52,-84.54185073298189,16.251872837730044,0,Pool
53,-17.113237527597555,-6.185138918451204,1,Pool
54,-120.68996762416455,-19.72317153286325,1,Train
55,20.75143070723436,-14.20302003055439,1,Pool
56,45.61626940062709,-7.529927832437072,2,Pool
57,142.85205693787162,5.227675160344484,2,Train
58,-52.0717869070158,4.783112584907967,2,Pool
59,-61.005971764275145,66.98401839936565,0,Pool
60,-59.1362737203626,-23.223685249077757,2,Pool
61,-136.37795626004888,2.1611538515163304,0,Pool
62,50.60070490303175,-59.59897393156731,1,Pool
63,49.28140391455425,-35.38538661068959,2,Pool
64,29.83792475115384,-33.76765979858038,2,Pool
65,256.11100975365906,56.056657816845984,2,Pool
66,18.061936574790614,-17.959820947096645,1,Pool
67,-80.0249799453111,-21.261551252928363,1,Pool
68,167.1359763620319,-16.80749837671963,2,Pool
69,296.06935734652484,26.194687766669173,0,To sample
70,-41.61359596798449,-12.474600361068996,2,Train
71,-90.60447902142126,24.31447004596674,0,Train
72,-37.29095220378883,-8.963177287435059,2,Pool
73,-68.18074507338048,22.074992230163453,0,Pool
74,-0.026009570517220238,18.845953839600153,1,To sample
75,-38.74101273998824,57.457485671896166,0,Pool
76,-106.26917099761033,50.9386551026731,0,Pool
77,-114.08223539315664,-19.540932577911097,1,Pool
78,92.88377938228435,-70.97514368885031,1,Pool
79,77.06297240576836,-12.624921424288724,1,Pool
80,-56.203311918027104,-22.341827746402533,0,Pool
81,-48.02613212090477,-12.900439044334954,0,Pool
82,-115.84142611912385,22.418782927928188,0,Pool
83,21.100031541033132,-22.80474439096365,2,Pool
84,-124.3612993817057,-19.87767757523694,0,Pool
85,-19.55655918559249,-9.033858082751033,2,Pool
86,131.53889604099095,-68.92193050208546,1,Pool
87,-101.2236140938012,45.36883713244327,0,Train
88,31.39469500489268,-32.16981356164337,2,Pool
89,69.61065250493618,49.87802190591614,2,Train
90,-83.3012737050793,14.428219236519782,0,Pool
91,-47.87179526919532,-14.769525507052883,1,Train
92,25.721855442680912,-12.759545516720726,1,Train
93,105.53259563888379,-11.770540952004866,1,Train
94,-131.6023770507923,-0.4704111229633311,0,Pool
95,4.6697185425725545,-18.58386120173637,2,Pool
