,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.449574784280884,-9.785110384264367,2,0.31258273,Pool
1,-68.43353890308683,-10.944859201871557,2,0.014114875,Train
2,-24.884995000365073,7.445465644257253,1,0.008183432,Pool
3,-54.81287931583934,-12.274950960339746,2,0.07972171,Pool
4,22.19346312160364,0.6117282052611762,1,0.013926083,Pool
5,-42.35331173026456,2.6763771511749677,2,0.14043427,Pool
6,-70.63728658759557,-16.241439054030725,2,0.14734483,Pool
7,20.054866813464727,71.54824516158695,0,0.0091217775,Train
8,-33.236253335740514,0.013379905628998124,2,0.72580546,To sample
9,52.792861789377895,-38.915739898435,0,0.06737328,Pool
10,-65.04847487236036,-9.317074704696461,2,0.003525456,Pool
11,23.60510100064647,29.85997675369867,1,0.052116808,Train
12,63.275773710403435,-7.751671529193309,0,0.0010131078,Pool
13,73.27785325593233,-8.95285484674266,0,0.02380855,Pool
14,-9.822956348648018,-14.757665887641902,1,0.00277471,Train
15,-60.181784243207034,-12.466699066247875,2,0.022022396,Train
16,-41.909967407476984,11.399932675152266,2,0.1854953,Pool
17,-11.317398320844413,18.701474175846496,2,1.1354082,Train
18,47.803358077731374,-14.603173867712137,0,0.2340957,Pool
19,-40.1345148401236,-25.11215705240639,2,0.34019375,Pool
20,-21.19614125800291,13.658315866645344,1,0.17222449,Pool
21,72.3235465615031,-29.034788426028644,0,0.8304772,To sample
22,-24.61441917758983,9.94879701886077,1,0.011404877,Pool
23,64.69764213936247,-36.61454796657004,0,0.056454845,Pool
24,-30.02378573686009,36.00777571116241,2,0.004160502,Train
25,52.73262284416349,47.80484536439004,1,0.020592785,Pool
26,0.8552220805419138,21.7574391599506,1,0.0006981488,Train
27,4.689077179482024,25.679411247382525,1,0.0026270542,Pool
28,82.4786137008283,-4.642192029722568,0,0.020603534,Pool
29,43.458691583021604,38.01145967278637,0,0.19738473,Pool
30,109.1582797184654,59.65009038965312,1,0.31630436,Train
31,-0.16070664361552062,39.8305503468929,0,0.2361221,Pool
32,-21.729778240188676,7.7947677262386,1,0.114937596,Pool
33,25.31272417747972,-8.056897231091288,0,0.00090498955,Train
34,49.12459891153528,-11.485674552107135,0,0.59446824,Pool
35,-30.81804313273935,27.021547326062787,2,1.0489036,To sample
36,-24.00015793197439,9.797392098206696,1,0.22814195,Pool
37,49.26706406925536,-40.92801399170953,0,0.118653394,Train
38,50.603193024210015,-43.48533318139517,0,0.110159114,Train
39,25.90174353797443,-15.525433631929115,0,0.3998247,Pool
40,-57.20507475902401,-6.599310422247629,2,0.1295024,Pool
41,42.55271707214088,37.68619983237162,1,0.020404859,Pool
42,60.79249800588523,-24.824944839748017,0,0.054372214,Train
43,-0.517397327028325,22.852831761136322,1,0.020620827,Pool
44,11.979412962773447,-3.8646995382463736,1,0.018976422,Pool
45,-20.33285200116465,-6.098552810299717,1,0.25369194,Pool
46,12.184769363681749,-30.841725186272953,0,0.0015878223,Pool
47,-79.83023139931119,-16.077798860505645,2,0.049185697,Pool
48,-44.633265380675034,-7.642846589919321,2,0.14933972,Pool
49,14.100542489104688,47.13596630662759,1,0.08454142,Pool
50,-26.273066806092025,-0.5289985017985784,1,0.0035756277,Pool
51,-58.87012376094094,-15.787627222805924,2,0.022269236,Pool
52,34.53813749769216,-34.24723487177071,0,0.038828455,Pool
53,-17.940815607601547,9.897142638307875,1,0.030396817,Pool
54,-12.701274216413326,4.158562539202135,1,0.00066481973,Train
55,-18.8887971090866,11.797260140496297,1,0.03451726,Pool
56,-66.36677290061289,-13.544359772042567,2,0.018002361,Pool
57,-55.58258265235937,-7.616128612176686,2,0.48584038,Pool
58,-60.273232156991064,-9.492471078045952,2,0.0077802963,Train
59,23.291116533192653,7.708059640834142,0,0.082408905,Pool
60,-27.26449972328736,34.57218393671816,2,0.062212978,Pool
61,69.16719171242828,-27.05071392238762,0,0.039508257,Pool
62,0.7218315029078136,19.62731909010214,1,0.021031864,Pool
63,-53.43873860124107,-8.414163491437325,2,0.0066955863,Pool
