,Principal Component 1,Principal Component 2,Labels,AL_Value,Status
0,-53.44957478428042,-9.785110384270126,2,0.021885784,Pool
1,-68.43353890308629,-10.944859201877835,2,0.0010204257,Train
2,-24.88499500036538,7.445465644206962,1,0.104217485,Pool
3,-54.81287931583879,-12.274950960403615,2,0.000119793076,Pool
4,22.193463121603614,0.6117282050869091,1,0.009053131,Pool
5,-42.35331173026462,2.6763771511661893,2,0.06606412,Pool
6,-70.63728658759482,-16.241439054017277,2,0.98246443,To sample
7,20.05486681346161,71.54824516170139,0,0.0017125674,Train
8,-33.236253335740486,0.01337990576700141,2,0.014402754,Train
9,52.79286178937956,-38.91573989841933,0,0.083135724,Train
10,-65.04847487235996,-9.31707470467297,2,0.0005760928,Pool
11,23.60510100064517,29.85997675369688,1,0.00036111745,Train
12,63.27577371040376,-7.751671529285303,0,0.1251124,Pool
13,73.27785325593268,-8.952854846903515,0,0.0034313484,Pool
14,-9.822956348647379,-14.75766588759706,1,-1.2247641e-07,Train
15,-60.18178424320646,-12.46669906622871,2,0.00012873503,Train
16,-41.90996740747748,11.399932675197743,2,0.021679204,Pool
17,-11.317398320845209,18.70147417581958,2,0.0059877364,Train
18,47.803358077732,-14.603173867654261,0,0.013233701,Train
19,-40.13451484012249,-25.112157052391055,2,0.0036631315,Train
20,-21.196141258003486,13.658315866567978,1,0.8069521,To sample
21,72.32354656150429,-29.03478842603217,0,0.39060488,Train
22,-24.614419177590253,9.948797018873936,1,0.013394128,Pool
23,64.69764213936399,-36.61454796650461,0,0.3546398,Pool
24,-30.023785736861633,36.0077757110491,2,0.0012408495,Train
25,52.73262284416136,47.80484536447784,1,0.059487704,Pool
26,0.855222080540969,21.757439159894936,1,0.0056418804,Train
27,4.689077179480914,25.679411247359585,1,0.0018792052,Pool
28,82.47861370082845,-4.642192029634405,0,0.74185765,To sample
29,43.458691583019935,38.011459672716406,0,0.46181455,Pool
30,109.15827971846274,59.650090389528,1,1.227456,Train
31,-0.16070664361724285,39.830550346881594,0,0.6625568,Pool
32,-21.729778240189006,7.794767726225362,1,0.043272633,Pool
33,25.31272417748007,-8.056897231162464,0,0.075030476,Train
34,49.12459891153578,-11.485674552082072,0,0.3083517,Pool
35,-30.818043132740502,27.02154732591767,2,0.0006710383,Train
36,-24.000157931974808,9.797392098236434,1,0.0020224855,Pool
37,49.26706406925711,-40.92801399166931,0,0.09500757,Train
38,50.60319302421187,-43.48533318138947,0,0.34469005,Train
39,25.901743537975094,-15.525433631846985,0,0.0013505522,Train
40,-57.205074759023674,-6.599310422275091,2,0.004028661,Pool
41,42.552717072139224,37.6861998323197,1,0.0032022758,Pool
42,60.79249800588628,-24.824944839667484,0,0.29430902,Train
43,-0.5173973270293213,22.852831761133398,1,0.13660796,Pool
44,11.979412962773615,-3.8646995382802554,1,0.08239915,Pool
45,-20.332852001164373,-6.098552810274752,1,0.0009319152,Pool
46,12.184769363683074,-30.841725186332493,0,0.027595976,Pool
47,-79.83023139931048,-16.077798860487096,2,0.0014551268,Train
48,-44.63326538067467,-7.642846589960088,2,0.00010051056,Train
49,14.100542489102637,47.13596630669386,1,0.051558953,Pool
50,-26.273066806091993,-0.5289985017495804,1,0.05884542,Pool
51,-58.87012376094019,-15.787627222778426,2,0.054419518,Pool
52,34.53813749769365,-34.247234871749,0,0.0017845138,Train
53,-17.94081560760197,9.897142638316502,1,0.06557791,Pool
54,-12.7012742164135,4.1585625391565655,1,0.04816965,Train
55,-18.888797109087104,11.797260140462612,1,0.0005058501,Pool
56,-66.36677290061228,-13.544359772000977,2,0.0016478625,Train
57,-55.58258265235901,-7.616128612146858,2,0.6478369,Pool
58,-60.27323215699062,-9.492471078057932,2,0.010639274,Train
59,23.2911165331923,7.708059640861361,0,0.009184835,Train
60,-27.264499723288846,34.57218393675151,2,6.9966254e-06,Pool
61,69.1671917124294,-27.050713922367372,0,0.35442376,Train
62,0.721831502906958,19.62731909009023,1,0.0011236045,Pool
63,-53.438738601240665,-8.414163491459846,2,0.045866363,Pool
64,-53.73099619149407,-3.5352869206792343,2,0.86923146,To sample
65,-45.858583184103445,-0.5755737844023514,2,0.02031917,Pool
66,10.632454551177178,18.307310873871085,1,0.06512014,Pool
67,4.16959282761175,29.307008064148448,1,0.00028918392,Pool
68,-63.85605607393543,-7.106258270720215,2,0.13478321,Pool
69,57.98480272467781,-28.17935256768518,0,0.14696145,Pool
70,-55.34519709348823,-16.74446270770359,2,0.013780106,Train
71,61.76216806700835,-40.37734793741855,0,0.3907038,Train
72,-69.04922561496907,14.892417610626742,2,0.026382769,Train
73,35.57353746623926,5.689454462142116,0,0.009746292,Train
74,-9.034394014958094,13.839483117546765,1,0.018623454,Pool
75,70.27714884722428,77.92731360791223,0,0.028779333,Train
76,53.126029908519655,-38.303405172030715,0,0.52680695,Pool
77,-10.291008040111098,10.672200680176715,1,0.015194349,Train
78,-20.8183952122252,14.034316452686951,1,0.06345012,Pool
79,87.85110817467366,11.513914596027952,1,0.9646001,Train
80,53.9773912169967,-37.47817314718041,0,0.4272812,Pool
81,39.99945138103024,-19.768418097449533,0,0.014378316,Train
82,82.8121418556925,-1.1566972464981466,0,0.61503386,Pool
83,-44.152246371015764,-10.202616954306633,2,0.07159001,Train
84,62.93401616153956,-27.023971128380097,0,0.010115295,Train
85,-71.8140975104996,-35.542979120362546,2,0.0037717465,Train
86,-26.48627827448592,-1.6275126870333192,1,0.0035152957,Train
87,54.253048118509426,-12.211793314758909,0,0.0184505,Pool
88,-51.42907711384406,0.18245837811148577,2,2.391492e-05,Pool
89,-60.9636932428806,-13.620375515083731,2,0.00053012866,Pool
90,56.96278043427753,4.5863999745273665,0,0.13916981,Pool
91,4.4266225981345855,26.82776224886297,1,0.01078105,Train
92,-2.7621727841637993,15.43229282484425,1,0.00015308325,Train
93,-26.060577609510627,7.868349284650363,1,0.009777994,Train
94,54.18750951797211,-39.87684973683074,0,0.47755387,Train
95,-53.327627743752274,-8.876252170138732,2,0.0030057544,Pool
